prot_id	ai	hu	ahs	avp	alt_topology	hgt_class	hgt_origins	hgt_donor_origin
FUN_021505-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021506-T1	22.210486116656263	70.1	131.92589096064324	HGT-NT	-1	-1	NA	eukaryota
FUN_021507-T1	10.183072414755301	10.0	791.0505540559221	HGT	0	-1	NA	fungi
FUN_021508-T1	409.9857097759155	521.0	18009.69855061808	HGT-NT	-1	3	{"fungi":1}	fungi
FUN_021509-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021510-T1	14.37938540282008	61.2	61.2	UNKNOWN	-1	-1	NA	bacteria
FUN_021511-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021512-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021513-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021514-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021515-T1	74.34312701779749	91.0	4600.850080097873	HGT	1	3	{"unknown":17}	fungi
FUN_021516-T1	193.2265274518912	270.0	30538.555926210618	HGT-NT	-1	3	{"unknown":24}	fungi
FUN_021517-T1	-460.51701859880905	-627.0	-147297.15276378545	NA	-1	-1	NA	NA
FUN_021518-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021519-T1	211.16999918287655	288.0	5212.247233859838	HGT-NT	-1	3	{"unknown":14}	bacteria
FUN_021520-T1	148.95508123675685	227.0	43749.97861172104	HGT-NT	-1	3	{"fungi":41,"unknown":3}	fungi
FUN_021521-T1	242.20839053957434	324.0	24122.089631576073	HGT-NT	-1	3	{"unknown":5}	bacteria
FUN_021522-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021523-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021524-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021525-T1	13.290086134777134	10.0	14163.758961476782	HGT-NT	-1	-1	NA	bacteria
FUN_021526-T1	78.51353984332988	137.0	19489.931724429334	HGT-NT	-1	3	{"unknown":14}	bacteria
FUN_021527-T1	85.12798979230587	144.0	9023.134681231248	HGT-NT	-1	3	{"unknown":5}	bacteria
FUN_021528-T1	38.94587666713668	44.5	2069.216630214875	HGT	0	-1	NA	fungi
FUN_021529-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021530-T1	-136.19870898482733	-160.0	-5413.1985305910885	NA	-1	-1	NA	bacteria
FUN_021531-T1	-4.900484350115789	-6.0	3855.081564909699	COMPLEX	-1	-1	NA	eukaryota
FUN_021532-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021533-T1	207.88545425450047	246.0	2095.5313574468755	HGT-NT	-1	3	{"unknown":1}	bacteria
FUN_021534-T1	84.33698682174217	155.0	310.0	HGT-NT	-1	3	{"unknown":2}	bacteria
FUN_021535-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021536-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021537-T1	NA	NA	NA	NA	-1	-1	NA	NA
FUN_021538-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021539-T1	48.29601804475099	95.9	95.9	HGT-NT	-1	3	{"unknown":28,"bacteria":1}	bacteria
FUN_021540-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021541-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021542-T1	-12.715078432579176	-19.299999999999997	-5001.54104552934	NA	-1	-1	NA	bacteria
FUN_021543-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021544-T1	87.26712181281034	150.0	221.8783966645629	HGT-NT	-1	3	{"unknown":4}	bacteria
FUN_021544-T2	87.37601590104948	150.0	221.8783966645629	HGT-NT	-1	3	{"unknown":4}	bacteria
FUN_021545-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021547-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021548-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021549-T1	445.6541886956872	568.0	134208.68304142705	HGT-NT	-1	3	{"fungi":24,"unknown":10}	fungi
FUN_021550-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021551-T1	107.62266286963144	189.0	12536.65089486509	HGT	1	3	{"unknown":27}	eukaryota
FUN_021552-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021553-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021554-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021555-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021556-T1	61.372290314955045	111.0	13638.586936318674	HGT-NT	-1	3	{"unknown":1}	fungi
FUN_021557-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021558-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021559-T1	-91.91278336015317	-167.0	-7972.767011666551	NA	-1	-1	NA	NA
FUN_021560-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021561-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021562-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021563-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021564-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021565-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021566-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021567-T1	51.45373905262932	56.0	-32733.35214107744	COMPLEX	-1	-1	NA	viridiplantae
FUN_021568-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021569-T1	7.362227966196997	17.0	-5510.978250740185	COMPLEX	-1	-1	NA	fungi
FUN_021570-T1	91.5231686446237	95.0	-629.3288111564168	HGT	1	-1	NA	eukaryota
FUN_021571-T1	-154.92712769800772	-246.0	-32631.64977591323	NA	-1	-1	NA	NA
FUN_021572-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021573-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021574-T1	26.467621828049772	36.0	7435.998985630324	HGT	1	-1	NA	eukaryota
FUN_021575-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021576-T1	99.62180495779216	177.0	343.3321711353724	HGT-NT	-1	3	{"unknown":3}	bacteria
FUN_021577-T1	145.47535058167	212.0	1450.328147074344	HGT-NT	-1	3	{"unknown":3}	bacteria
FUN_021578-T1	-3.5470185362365925	-3.0	-14115.331298006064	NA	-1	-1	NA	bacteria
FUN_021579-T1	59.892530225829475	114.0	663.5964098209922	HGT-NT	-1	3	{"unknown":21}	bacteria
FUN_021580-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021581-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021582-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021583-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021584-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021585-T1	299.5896648480249	385.0	88965.7938212686	HGT-NT	-1	3	{"bacteria":34,"unknown":4}	bacteria
FUN_021586-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021587-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021588-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021589-T1	136.97560563183538	142.0	-11615.154725361373	COMPLEX	-1	-1	NA	viridiplantae
FUN_021590-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021591-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021592-T1	78.13088941298788	135.0	665.7655276809212	HGT-NT	-1	3	{"unknown":24}	bacteria
FUN_021593-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021594-T1	-70.6287217941315	-135.0	-10391.08836959905	NA	-1	-1	NA	NA
FUN_021595-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021596-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021597-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021598-T1	-8.332764152282717	-10.099999999999994	-163.5084264627253	NA	-1	-1	NA	fungi
FUN_021599-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021600-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021601-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021602-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021603-T1	127.4608905182078	189.0	1649.305209002084	HGT-NT	-1	3	{"unknown":1}	bacteria
FUN_021604-T1	-27.131624187986176	-34.0	-15897.070692295774	NA	-1	-1	NA	eukaryota
FUN_021605-T1	-3.765225299906147	-5.0	-876.3781137437595	NA	-1	-1	NA	fungi
FUN_021606-T1	1.571378350609752	0.4000000000000057	-63.6830255978481	NO	-1	-1	NA	fungi
FUN_021607-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021608-T1	NA	NA	NA	NA	-1	-1	NA	NA
FUN_021609-T1	-153.9657165308531	-236.0	-34789.181686078395	NA	-1	-1	NA	NA
FUN_021610-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021611-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021612-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021613-T1	-15.075320771975058	-22.0	2801.478874644616	HGT	0	-1	NA	bacteria
FUN_021614-T1	196.30671988922543	329.0	1084.2870985841894	HGT	0	2	{"unknown":13}	bacteria
FUN_021615-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021616-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021617-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021618-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021619-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021620-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021621-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021622-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021623-T1	-43.829475980339275	-50.0	-399.03209151073406	NA	-1	-1	NA	bacteria
FUN_021624-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021625-T1	190.7780904818846	278.0	2937.450409024167	HGT-NT	-1	3	{"unknown":7}	viridiplantae
FUN_021626-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021627-T1	128.46853102867018	219.0	219.0	HGT-NT	-1	3	{"unknown":1}	eukaryota
FUN_021628-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021629-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021630-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021631-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021632-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021633-T1	2.673133935995981	4.200000000000003	-1737.1518515552273	COMPLEX	-1	-1	NA	eukaryota
FUN_021634-T1	-21.84412373456184	-74.3	-317.81344426602453	NA	-1	-1	NA	NA
FUN_021635-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021636-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021637-T1	13.105071880294272	18.099999999999994	512.3044190812957	NO	-1	-1	NA	eukaryota
FUN_021638-T1	70.72781269677573	136.0	3309.1542092072464	HGT	0	2	{"unknown":7}	bacteria
FUN_021639-T1	-5.935294275640928	-11.0	-76978.14734986764	NA	-1	-1	NA	eukaryota
FUN_021640-T1	-91.09910211056496	-161.0	-31116.726655143982	NA	-1	-1	NA	NA
FUN_021641-T1	-150.97366750271541	-235.0	-20199.758709548107	NA	-1	-1	NA	NA
FUN_021642-T1	-108.90667838163091	-177.0	-11916.635886621567	NA	-1	-1	NA	NA
FUN_021643-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021644-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021645-T1	-132.0728866692663	-209.0	-19446.309632558055	NA	-1	-1	NA	NA
FUN_021646-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021647-T1	-9.006999447958151	-12.0	11257.64576631076	NO	-1	-1	NA	viridiplantae
FUN_021648-T1	33.94596819865333	35.400000000000006	97.42569303784109	HGT	0	-1	NA	fungi
FUN_021649-T1	-254.71565195639565	-352.0	-92738.31339716428	NA	-1	-1	NA	NA
FUN_021650-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021651-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021652-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021653-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021654-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021655-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021656-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021657-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021658-T1	88.19538873573121	143.0	571.4203127875659	HGT-NT	-1	3	{"unknown":9}	fungi
FUN_021659-T1	84.16960684494641	139.0	533.0343063802221	HGT-NT	-1	3	{"unknown":9}	fungi
FUN_021660-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021661-T1	-231.79098617070255	-360.0	-22928.73630537167	NA	-1	-1	NA	NA
FUN_021662-T1	37.16432537450115	81.3	533.0095304570793	HGT	0	-1	NA	fungi
FUN_021663-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021664-T1	89.13298925419213	141.0	3393.6348043906196	HGT-NT	-1	3	{"unknown":2}	fungi
FUN_021665-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021666-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021667-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021668-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021669-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021670-T1	-246.30466656864618	-316.1	-17126.20371285751	NA	-1	-1	NA	oomycota
FUN_021671-T1	460.5170185988091	660.0	64794.755289408764	HGT-NT	-1	3	{"unknown":38}	fungi
FUN_021672-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021672-T2	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021673-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021674-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021675-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021676-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021677-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021678-T1	44.0776208338589	103.0	2586.0488515109582	HGT-NT	-1	-1	NA	fungi
FUN_021679-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021680-T1	460.51701859880916	661.0	2075.3622122494685	HGT-NT	-1	3	{"unknown":18}	bacteria
FUN_021681-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021681-T2	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021682-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021683-T1	13.889157098132573	61.2	61.2	HGT-NT	-1	-1	NA	bacteria
FUN_021684-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021685-T1	308.05782244638345	414.0	106180.10442213982	HGT-NT	-1	3	{"unknown":18}	fungi
FUN_021686-T1	-274.01767640214496	-364.0	-103126.34991672792	NA	-1	-1	NA	NA
FUN_021686-T2	-274.0360255408131	-365.0	-101612.10860223781	NA	-1	-1	NA	NA
FUN_021687-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021688-T1	NA	NA	NA	NA	-1	-1	NA	NA
FUN_021689-T1	308.8666077253595	414.0	75897.08051496059	HGT-NT	-1	3	{"unknown":18}	fungi
FUN_021690-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021691-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021692-T1	-1.7179185554281702	-2.299999999999997	3408.5979892333257	COMPLEX	-1	-1	NA	fungi
FUN_021693-T1	25.07652117434135	29.0	2328.456205553535	HGT	0	-1	NA	eukaryota
FUN_021694-T1	146.07071878402454	221.0	221.0	UNKNOWN	-1	1	{"unknown":26}	bacteria
FUN_021695-T1	59.597185280632125	116.0	555.7696421180956	HGT-NT	-1	3	{"unknown":2}	eukaryota
FUN_021696-T1	335.14165919212223	384.0	1717.305714885648	HGT	1	3	{"archaea":1}	bacteria
FUN_021697-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021698-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021699-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021700-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021702-T1	47.037878719219236	100.0	437.8062169072409	HGT-NT	-1	3	{"unknown":7}	bacteria
FUN_021701-T1	96.72267283012943	155.0	3245.005406060572	HGT-NT	-1	3	{"unknown":8}	viridiplantae
FUN_021703-T1	-16.526855654963356	-19.0	-21599.234876326023	NA	-1	-1	NA	bacteria
FUN_021704-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021705-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021706-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021707-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021708-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021709-T1	-28.319325672012724	-32.0	1091.726274043272	COMPLEX	-1	-1	NA	fungi
FUN_021710-T1	12.68704530614648	17.0	-31.639263939849343	HGT	1	-1	NA	eukaryota
FUN_021711-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021712-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021713-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021714-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021715-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021716-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021717-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021718-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021718-T2	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021719-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021720-T1	31.503823408203413	85.1	296.35897743125804	HGT-NT	-1	-1	NA	bacteria
FUN_021721-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021722-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021723-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021724-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021725-T1	187.23713115784727	266.0	4528.943268292919	HGT-NT	-1	3	{"unknown":12}	bacteria
FUN_021726-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021727-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021728-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021729-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021730-T1	460.51701859880916	1134.0	6116.477139309717	COMPLEX	-1	1	{"unknown":39}	fungi
FUN_021731-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021732-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021733-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021734-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021735-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021736-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021737-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021738-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021739-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021742-T1	-178.73874729838852	-279.0	-15121.547050891591	NA	-1	-1	NA	NA
FUN_021743-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021744-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021745-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021746-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021747-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021750-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021751-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021752-T1	-35.7816584344244	-40.0	-10020.365837796027	NA	-1	-1	NA	eukaryota
FUN_021753-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021754-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021755-T1	47.80229896698843	55.0	5091.673629239434	HGT	1	3	{"unknown":4}	bacteria
FUN_021756-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021757-T1	-8.100893741142357	-9.0	-12492.298435378252	NA	-1	-1	NA	fungi
FUN_021758-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021759-T1	-191.48128799829803	-288.0	-24801.59457761828	NA	-1	-1	NA	NA
FUN_021760-T1	228.9665256177559	320.0	8411.57001595393	HGT-NT	-1	3	{"unknown":13}	bacteria
FUN_021761-T1	30.694906277719767	33.099999999999994	2837.690582718692	HGT	0	-1	NA	bacteria
FUN_021762-T1	172.67407934725725	250.0	11789.212683454023	HGT-NT	-1	3	{"unknown":18}	fungi
FUN_021763-T1	-113.38878847486178	-198.0	-5916.948266625862	NA	-1	-1	NA	NA
FUN_021764-T1	-69.3692428836707	-134.0	-17006.575118825804	NA	-1	-1	NA	NA
FUN_021765-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021766-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021767-T1	-12.833990935577518	-11.0	15718.51928700089	COMPLEX	-1	-1	NA	viridiplantae
FUN_021768-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021769-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021770-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021771-T1	226.44962705289595	325.0	39164.77323302403	HGT-NT	-1	3	{"unknown":37}	fungi
FUN_021772-T1	66.42431082521415	130.0	428.783689700525	HGT-NT	-1	3	{"viridiplantae":1}	fungi
FUN_021773-T1	23.66640566038123	75.1	1591.0698706018202	HGT-NT	-1	-1	NA	bacteria
FUN_021774-T1	154.3874903770032	239.0	604.6420174779939	HGT-NT	-1	3	{"unknown":4,"bacteria":1}	bacteria
FUN_021775-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021776-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021777-T1	-5.355012710224571	-5.0	19525.657345425585	NO	-1	-1	NA	oomycota
FUN_021778-T1	-23.95383770157781	-26.0	12011.703578151995	NO	-1	-1	NA	oomycota
FUN_021779-T1	123.47249453399509	197.0	11853.789364683385	HGT-NT	-1	3	{"unknown":2,"bacteria":14,"eukaryota":1,"fungi":5}	bacteria
FUN_021780-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021781-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021782-T1	-94.04831436848406	-149.0	-5478.800620127747	NA	-1	-1	NA	NA
FUN_021783-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021784-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021785-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021786-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021787-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021788-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021789-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021790-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021791-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021792-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021793-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021794-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021795-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021796-T1	75.9176494203297	142.0	1192.8917115738925	HGT-NT	-1	3	{"unknown":13}	bacteria
FUN_021797-T1	47.34632903247498	101.0	5640.408688654516	HGT-NT	-1	3	{"unknown":4}	bacteria
FUN_021798-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021799-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021800-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021801-T1	460.51701859880916	661.0	6792.040439791402	HGT-NT	-1	3	{"bacteria":2}	bacteria
FUN_021803-T1	40.69984372640485	84.7	756.8722255885297	HGT-NT	-1	-1	NA	bacteria
FUN_021803-T2	33.02584938285743	75.1	509.4926917625718	HGT-NT	-1	-1	NA	bacteria
FUN_021804-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021805-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021806-T1	254.15318442398026	310.9	259.2649568607018	COMPLEX	-1	1	{"unknown":1}	eukaryota
FUN_021807-T1	180.7504907586404	269.0	2913.2918816968404	HGT-NT	-1	3	{"unknown":1}	eukaryota
FUN_021808-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021810-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021811-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021812-T1	155.7003175862412	236.0	1507.145189950668	HGT-NT	-1	3	{"unknown":7}	bacteria
FUN_021813-T1	50.92475149102461	109.0	797.617021529198	HGT-NT	-1	3	{"unknown":14}	bacteria
FUN_021814-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021815-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021816-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021817-T1	460.51701859880916	1012.0	84490.98732799862	HGT-NT	-1	3	{"unknown":4}	fungi
FUN_021818-T1	41.088857229621006	92.8	954.2722393469305	HGT-NT	-1	-1	NA	bacteria
FUN_021819-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021820-T1	329.4865812997121	423.0	56912.26829076517	HGT-NT	-1	3	{"unknown":1}	bacteria
FUN_021821-T1	188.10394183245805	258.0	10436.686213216424	HGT-NT	-1	3	{"unknown":7,"bacteria":34}	bacteria
FUN_021822-T1	21.21920284821865	72.8	72.8	HGT-NT	-1	-1	NA	eukaryota
FUN_021823-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021824-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021825-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021826-T1	10.490920297774323	4.0	99179.05406791427	HGT	1	-1	NA	viridiplantae
FUN_021827-T1	0.0	0.0	0.0	NA	-1	-1	NA	NA
FUN_021828-T1	295.13136946983497	399.0	8176.791062190712	HGT-NT	-1	3	{"fungi":6}	fungi
